id	filename	md5	size	state
cc6dfaa8-b546-4742-b9d1-07ad25f14158	948d2a89-024e-4ef1-8678-44c376d734aa.mirbase21.isoforms.quantification.txt	a01ae3f5192628d1848f1b368fedcf5d	385596	released
38cb8cf5-e989-43a7-8d6d-035a9dea0747	TCGA-G2-A3IB-01Z-00-DX3.87062FFE-72F3-48E0-A9CD-71F5FF3819D3.svs	b52c4638c9b211726a9e84a3716eff07	1777921509	released
3428ac0b-fe7e-4b5d-82a7-c9e4a53bcc8c	nationwidechildrens.org_biospecimen.TCGA-FD-A3N6.xml	0a38fe08017ff389c43b159a1f347909	64216	released
5b6ac63e-6885-4048-a64f-95e7b24ead79	HERMS_p_TCGAb_391_NSP_GenomeWideSNP_6_D12_1473502.grch38.seg.v2.txt	cb088db02860832485c9d116fff46d43	34790	released
99f3ced1-fb6b-4bf7-880d-c4616964491c	jhu-usc.edu_BLCA.HumanMethylation450.18.lvl-3.TCGA-E7-A7DU-01A-11D-A32C-05.gdc_hg38.txt	7c84253d1c2933e66b3f1cd12a56b982	141317516	released
470f7215-c981-4f66-8336-e4bf06c62101	nationwidechildrens.org_biospecimen.TCGA-DK-A2I4.xml	fddab722773fcd29e545b1bc62fc691e	58893	released
ddc90576-60d9-41f5-97ba-ec2ac1d194d9	TCGA-BLCA.6a7b271a-2f04-4ffe-82ce-e7b87622d135.ascat2.allelic_specific.seg.txt	b8544457f606e6240e99704ec1c5127b	15253	released
14846abd-24d8-4394-b9dc-51a26e705a18	TCGA-BT-A3PK-01Z-00-DX1.0C10EB75-B766-47DB-8BD0-853F81074355.svs	e9832f1979aea1842edad5b1ff647347	2360529551	released
3677f716-8876-448c-b228-edd5c85a3312	3677f716-8876-448c-b228-edd5c85a3312.vep.vcf.gz	880cebfdc105d310e0f1a44b46d5220b	375436	released
fb7be017-2863-47ef-9c0a-cae765dbd1e6	756b2964-7d49-435a-9177-b863ba46cf09.mirbase21.isoforms.quantification.txt	bfafaa4d101abc0d3ee0308b415854fa	367610	released
5363c7e6-9ce5-4cf8-af82-2462c8b61fc3	5363c7e6-9ce5-4cf8-af82-2462c8b61fc3.vcf.gz	148f16cf107a57be804db710a4e59ab9	40972	released
64cf77f2-434d-4323-beb0-e1299facb699	b0c0caac-60f3-414f-95cf-e687e935b6cc.mirbase21.isoforms.quantification.txt	594422e7b0af659cc93b83b6544861a9	528322	released
275342f8-b170-4267-b8b3-4f1902f79194	nationwidechildrens.org_biospecimen.TCGA-E7-A7XN.xml	2e8ee2eed593732adce487cc84e31611	53961	released
48963078-8e33-4b14-94eb-60c2322216c4	TCGA-GC-A6I3-01A-11R-A31R-13_mirna_gdc_realn.bam	fcd535811c843484f83264fa8d4d1839	175695861	released
1ad87eed-a0a7-4dfd-ae48-1bf2cb702e0a	C500.TCGA-S5-A6DX-10A-01D-A31J-08.2_gdc_realn.bam	761c579905c160ed69ac28538d66ee2d	16201416402	released
30ed2c8a-fd80-4df6-b774-b991d87958ff	83174ee7-3621-4ee6-a3d7-27c155d59c87.mirbase21.mirnas.quantification.txt	77de83aa64ef52b90a2c1df029dd0472	50301	released
95f55a40-42a8-4888-b5d1-ee3a4ced404f	C500.TCGA-DK-A3IV-01A-22D-A21A-08.2_gdc_realn.bam	9dd21f5ed473039fdd266e7b6a2b4efb	16405354290	released
787dd0b7-7969-48e8-a816-67bfb53d9aca	787dd0b7-7969-48e8-a816-67bfb53d9aca.vcf.gz	60bc7bdea36f706cb4d71c2c1bbf9617	102139	released
fe1efe0e-9d8f-4095-aa7c-7a4d5d2c1b2d	fe1efe0e-9d8f-4095-aa7c-7a4d5d2c1b2d.vcf.gz	b228bcdb263896ab7e0358bab5e06737	124577	released
7a09143d-4117-41e8-848a-33bec63cbaf1	7a09143d-4117-41e8-848a-33bec63cbaf1.vcf.gz	3b46a734550e4428863a872666cee2bb	61757	released
15b9fb01-569e-419b-aa2e-3ca94fb73051	NAVVY_p_TCGAb_401_NSP_GenomeWideSNP_6_D12_1487040.grch38.seg.v2.txt	1f5989ab8d3a6c655a6f70692e18baea	29473	released
88f79751-2f52-46ea-a325-fedd35743f2e	2f3d6852-161a-4f58-a4bd-26dc7589c92d.FPKM-UQ.txt.gz	49ab627adc4df84e16c73c8c02b1bd08	527830	released
4b476924-6992-4ce7-9d4a-33b926b53799	YAPOK_p_TCGAb_432_433_NSP_GenomeWideSNP_6_E11_1537474.nocnv_grch38.seg.v2.txt	4d6bd4f04ea817e780de9f2ad5f11ef4	16581	released
f960ce45-828c-432e-aca5-3d8feb5b1f27	f960ce45-828c-432e-aca5-3d8feb5b1f27.vep.vcf.gz	347d2442d3c3b288439f059071058bd0	62273	released
6a67d6e6-5cae-457b-beeb-7818d5889593	C500.TCGA-CF-A47W-01A-11D-A23U-08.5_gdc_realn.bam	06ccb7b061345a936973812e08903b70	5636381137	released
dbbb39a5-2266-491d-8c5f-0b7bc1284fb8	GLIAS_p_TCGA_204_205_206_207_N_GenomeWideSNP_6_E01_1051786.nocnv_grch38.seg.v2.txt	eeb170dcd75747bb8d98f15cd5f72443	11965	released
cd92aa91-0ffc-4beb-94d0-9bd17b03956b	TCGA-XF-A9SU-01A-31R-A39B-13_mirna_gdc_realn.bam	c2244ef4de789b15d13da9add50e75eb	145513285	released
c31b8279-34d2-4b61-b0a5-d98cacd41539	228c8b47-425d-457e-aab7-1a3a56eecf81_gdc_realn_rehead.bam	0fdde1d173decee26516b57bd2141660	10764435465	released
a1a3a656-3262-4a5b-8171-88d417fbe114	80bfab3e-0743-4470-bc82-e69d384287ca.mirbase21.mirnas.quantification.txt	406d2fdcd1a8a5f06e37bd1efa59c041	50546	released
a424712c-2635-472e-9b40-b386f37435c1	TCGA-FD-A5BT-01A-01-TSA.0AD587B7-992D-4914-B58E-9A01EAC31E7E.svs	5b8026c8d188328b2aab32e7ea2f0fb5	323049861	released
b3e2f7ea-c5f2-4f36-a5cc-8afd23ed95b4	TCGA-DK-A1A6-01Z-00-DX1.FC604B50-6BA7-488C-A153-7F9610E6E37B.svs	2fcb9a177e3ddb4a21126cdeed274b07	1457486415	released
85883e36-fba1-4994-83a7-aad7769234a6	85883e36-fba1-4994-83a7-aad7769234a6.vep.vcf.gz	aaddf88fde625213e517690a337e1071	1080907	released
3bf796b9-88e5-426f-ac30-a6bc4f802c9d	1510f0df-871d-4213-bfbb-0bf3219b2254_gdc_realn_rehead.bam	4440d08616657aecf58f9264ef340488	6019174240	released
b9a948bf-998d-4dc9-8020-8345a8ff6e87	C500.TCGA-FD-A3SN-01A-12D-A22Z-08.7_gdc_realn.bam	9fbcb5748a77f801aa708d07194b03c2	7833890992	released
9f8cb05a-b3d2-447a-b52e-2da7bc06a84f	C500.TCGA-ZF-A9RL-10A-01D-A38J-08.2_gdc_realn.bam	3a0a497de913ff37b1e754e2738069fc	9965287432	released
c395be32-781e-4ab0-9ae9-1a43226ed378	jhu-usc.edu_BLCA.HumanMethylation450.15.lvl-3.TCGA-CU-A5W6-01A-11D-A28N-05.gdc_hg38.txt	6d70f84c885f7ff72a4644fadbbf2aa5	141295071	released
0edeb7a0-42d5-4f1f-b0f2-9b0338339ce2	72fde82f-1da6-4e4c-963f-13450fa6faf1.htseq.counts.gz	27ab7bb5500750b84dbb5d077c8dc58b	255847	released
6703ed3f-723d-4d74-b4a5-c822c9904736	nationwidechildrens.org_clinical.TCGA-FD-A43U.xml	b47a96ca8ed72721b0579e03e7d526ce	60080	released
17884de0-5e50-46ec-b9ce-cd95d984b48c	4aaf1fb2-b7e6-4857-b3ff-002d269b7f34.FPKM.txt.gz	82006e92e606a1fb1485ebe2e127d585	502952	released
1affbce3-0b3f-408a-bc76-b8e32188f3d8	1affbce3-0b3f-408a-bc76-b8e32188f3d8.vep.vcf.gz	96f138776096c534dd2a0b338c27d5ea	197024	released
11553673-5dc4-4979-9793-078cd9b1b7cb	TCGA-BLCA.1d160de2-9c94-4172-9934-aad4322a5141.ascat2.allelic_specific.seg.txt	7734315a74dfc9f77c2db0f66e7f6f04	21142	released
1b20fc64-4eee-483b-bc05-de0112b87f4a	1b20fc64-4eee-483b-bc05-de0112b87f4a.vep.vcf.gz	a88f5cf43feaab65c6c9afb4be89906f	648308	released
07ff8e2e-9df6-4a89-9a2e-b1b14ab23ea8	07ff8e2e-9df6-4a89-9a2e-b1b14ab23ea8.vcf.gz	d4f53cee2d864afdee68d8d1aad7819c	198102	released
accb5774-7cf3-462a-a191-a8195212e670	accb5774-7cf3-462a-a191-a8195212e670.vcf.gz	26115f4d87a36bb6242388ecc86fd990	114172	released
3c191c3b-5dab-4f22-8e5f-e2324e4fc069	OKRAS_p_TCGA_198_199_200_SNP_N_GenomeWideSNP_6_C07_955392.nocnv_grch38.seg.v2.txt	5cf3aa9cea394992744f4171330bd8da	71993	released
dfc82450-a43a-4467-b524-1df5d4c3d5e4	TCGA-YF-AA3M-01A-11R-A42V-13_mirna_gdc_realn.bam	71b258586dae650399da130ece9ae675	215298038	released
eb836daa-5383-4c96-a5aa-54aabbfc1ca7	eb836daa-5383-4c96-a5aa-54aabbfc1ca7.vcf.gz	e6fb85d791ca3ccfad557901f9a68701	139663	released
8dc3acf4-6f34-447d-991d-30d6475f34f0	8dc3acf4-6f34-447d-991d-30d6475f34f0.vcf.gz	c18912c3220752fbc38a3087b4d3bfa9	175612	released
f9d2b684-eb9d-4c81-b609-ff0796935851	f9d2b684-eb9d-4c81-b609-ff0796935851.vep.vcf.gz	9db8fc1699f153c612da9eb141fca495	209128	released
c8e02036-55b7-439b-b1df-e104e163b0f0	07c84fed-72b8-49a4-a29c-050b6c299dc7.FPKM-UQ.txt.gz	22e2de4a16206964cab4b1c4b7ef0108	505117	released
600b5d1b-7325-48ff-999b-b4edefb3159a	6be05960-f85b-440a-b80f-c269895698fc.mirbase21.mirnas.quantification.txt	4c16e76af4b847bdc5daedb50b93b5de	49928	released
2f2d0866-1f16-48ad-83b0-db48f223eac0	jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-ZF-AA5H-01A-11D-A392-05.gdc_hg38.txt	195972a229fd84c23c0f77df6f13f015	141280361	released
caa8b7ea-af02-45e6-b5a5-b0d485ccf87b	TCGA-XF-A8HG-01A-01-TSA.B4DE7BEB-227E-4CCE-8692-E50C085CAC2F.svs	8d7dbd9959ed055a4ba70a3403f6d9d5	297252889	released
5e293c07-e0fa-4d76-8436-ac96aba73f01	AVISO_p_4TCGA_242_238_250_mN_GenomeWideSNP_6_A05_1231574.grch38.seg.v2.txt	4f66604b83382d5eef5e16977155e53a	32363	released
7743476f-970f-4c6a-bd92-60c0f64941c1	7743476f-970f-4c6a-bd92-60c0f64941c1.vep.vcf.gz	a20791f94dd8a26e58b7664b9530ec7f	517516	released
3939a5f7-76cd-43f1-a488-f0a700939437	ca8e1782-8e05-462b-9ab1-f46e00742919_gdc_realn_rehead.bam	1edcb16d3b26e3c2a3b36437f04e4d77	10823062208	released
5ca91c16-418f-47e6-ac6f-b613810baa17	TCGA-BLCA.63e62204-8712-4884-be7a-7aa6acc6d54a.ascat2.allelic_specific.seg.txt	35a259181155efdaab275a7c4009e651	25410	released
ac07c8e9-593d-40eb-9895-c68564b9725c	nationwidechildrens.org_biospecimen.TCGA-GV-A3QG.xml	118d4bb73cfee753c18c7809f342d6f4	58890	released
e1b64ff7-357d-4658-b37c-adb897ff8c4e	ENDUE_p_TCGA_271_76_79_280_81_N_GenomeWideSNP_6_A03_1346764.grch38.seg.v2.txt	e0ba5a592bdce7706cb85f72335d5336	18760	released
05553f2e-2564-4e7a-8136-ab9f80eab4f5	ff691f33-5e85-4295-88f5-c86b762da62b.htseq.counts.gz	f7c219f14d4ebdcb1cb1d91d298c90b5	253821	released
f7a4bacb-57a8-447b-a35e-a95bd16c459c	63b78944-2ea5-4702-95fc-18de7e95d436.mirbase21.isoforms.quantification.txt	493e857abb84857a2c7a66931f875f30	454920	released
6bd680e7-edbc-45d2-967e-81e679521938	XYLEM_p_TCGASNP_207_212_N_GenomeWideSNP_6_B03_1051238.nocnv_grch38.seg.v2.txt	7f68f75826c469a74ac694a31c62eb1f	3071	released
04759d66-fefb-4a10-ab49-929ff7f879f4	TCGA-FD-A62O-01A-21-A458-20_RPPA_data.tsv	749dde6a0cf45faa3795d86705861974	22087	released
